item_name,item_id,user_name,rating
Avery The Maharaja Imperial India Pale Ale,44485,ghawener,18
Weihenstephaner Korbinian,7823,DarkMagus,16
Alaskan Pilot Series: Barley Wine Ale,21245,Nalu,17
Tring Bumpkins Disaster,65113,GarethYoung,12
Boulevard Sixth Glass Quadrupel,67257,Zenwolf,18
Dixie Beer,2280,BeerBaboon,12
Michigan Brewing Mackinac Pale Ale,6571,Dough77,8
Bullfrog Blue Cheer,88795,JoeTheYounger,16
Harveys Elizabethan Ale,4361,cigarsnbeer,17
Steamworks Ipanema Summer White,4232,Gravelle,15
Bass Pale Ale,133,vikingguy,10
Avery Hog Heaven,71,tarjei,15
Dieu du Ciel Cuve de lAlchimiste 8,15132,SimonPatrice,16
Kerst Pater Special Christmas,11808,Jayb0,16
BridgePort Black Strap Stout,109,Fish,16
Michelob Rye P.A.,110112,DWestrick,12
Boulevard Saison Brett,61449,crajun,9
Lost Abbey Inferno Ale,87082,Bartzilla,12
Greene King Strong Suffolk &#40;Olde Suffolk&#41;,881,wxman,14
Theakston Old Peculier &#40;Cask&#41;,44739,theakston,17
Blackstone Nut Brown Ale,100613,bluemeow76,15
Elysian Hubris Imperial IPA,84047,bpreo,14
Michelob AmberBock,483,Merc,7
Publican House Ale,94538,AGAquino,12
Labatt Blue,252,Collint,9
Rogue Double Dead Guy Ale,84460,lemasney,20
Hair of the Dog Ruth,8492,italarican,14
Ayinger Celebrator Doppelbock,1090,mrxbma,14
Allagash White,3014,arjoseph,8
Oso Duzy Piwo,81959,JohnnyOS,6
Coast Range Farmhouse Oasthouse IPA,54608,FoolishMortal,14
Miller Genuine Draft &#40;MGD&#41;,405,biggmike,1
St. Ambroise Oatmeal Stout,839,envane,16
Becks,703,gilby,7
Saranac Kolsch,555,rampmaster,14
North Coast Old Rasputin Russian Imperial Stout,680,Onionkid,16
Moylans Ryan OSullivans Imperial Stout,454,carl4beer,17
Freigeist Deutscher Porter Saphir Edition,140269,Holy,17
Rogue Imperial Stout,5266,Sickboy282,15
Southern Tier Pumking,77640,emobassfoo,17
Six Rivers Brew Cru,118035,Oscbert,14
Fullers London Porter &#40;Bottle/Keg&#41;,303,ration,18
Marin Star Brew Triple Wheat Ale,1332,Schultsc,15
Victory V12,22905,grandet,16
Jamieson The Beast IPA,63149,mullet,16
Dogfish Head Punkin Ale,16957,Lothore,9
B & T Edwin Taylors Extra Stout,26288,oldp1,10
Milwaukees Best Light,413,dohastmich,1
Offshore Amber Ale,29838,Holdwine,13
Wychwood Hobgoblin &#40;Pasteurised&#41;,5107,rlaw,13
Niagara Falls Millstone Lager,6442,Skidds,14
Araucana Rubia Extra Fuerte,54483,Gazza,12
Cottonwood Endo India Pale Ale,3304,jpknight22,13
Brooklyn Black Chocolate Stout,531,fasteddieIX,7
Samuel Smiths Old Brewery Pale Ale,89,subcell,18
Church Brew Burly Friar Barley Wine,52317,pjweaver,16
Samuel Smiths Imperial Stout,85,ontario102,17
Hardknott Queboid,134782,RichardW,16
Gulden Draak,3958,EHopper,15
Spaten Oktoberfestbier,27599,Hugi,9
Piast Wroclawski &#40;Jasne Pelne&#41;,9551,mithe,8
Kruovice Staro&#269;esk Malvaz,123732,swooper,13
New Holland Mad Hatter Ale,2014,BeNobleDark,17
Unibroue phmre Apple,13558,Probiere,7
Southern Tier Creme Brulee Stout,90234,juiceisloose,15
Samuel Smiths Oatmeal Stout,87,LyndaNova,12
Batemans XXXB &#40;Bottle&#41;,4676,Dalle,13
Victory Hop Wallop,29211,rhapsouldize,16
Weihenstephaner Kristall Weissbier,4584,Choos,13
Otter Creek Oktoberfest,2432,eraserhd10,16
Breckenridge 471 Small Batch IPA,34157,hubcrawler,17
Chimay Rouge &#40;Red&#41; / Premire,51,oOJUXEOo,18
Stone Arrogant Bastard Ale,1315,bwbeall812,16
Smuttynose IPA,32134,ericnixon,18
Blue Point Hoptical Illusion,39047,DrBayern,15
COAST Barrel Aged Blackbeerd Imperial Stout &#40;Bourbon Barrel&#41;,125395,SourNotes,16
Goose Island Night Stalker,100356,JulienHuxley,17
Smithwicks Ale,6867,bconklin,17
Dark Horse Tres Blueberry Stout,13581,JackT,15
Samuel Adams Summer Ale,171,mybrainhurts,12
Paulaner Oktoberfest Bier &#40;Wiesn Bier&#41;,646,scanovajr,12
Michelob Rye P.A.,110112,wwwdottom,9
Harveys Imperial Stout,6415,crdic,8
Furthermore Fatty Boombalatty,71126,walrussell,14
St. Bernardus Prior 8,2531,BeanDip,16
Odell 5 Barrel Pale Ale,43776,doubelknv3,12
Firestone Walker Double Jack IPA,106045,bradner,19
North End Hoppys Porter,122540,FuryHUH,17
Flying Dog Double Dog Double Pale Ale,39287,PhatB420,16
Founders CBS &#40;Canadian Breakfast Stout&#41;,98973,monkeychugg55,19
Stone Levitation Ale,16965,Block,16
Port Brewing 2nd Anniversary,87055,smashteroid,17
East End Black Strap Stout,43368,BeerGestapo,15
Brasseur De Montral Ghosttown,99482,godofsky,6
Speakeasy Old Godfather,11345,Wegro,13
Schlitz Ice,7720,HH,1
Au Matre Brasseur LOrgasme,84436,guil0000,13
Spaten Oktoberfest Ur-Mrzen,2543,RobBestwick,13
Sly Fox Oatmeal Stout,42796,dberger624,15
Russian River Blind Pig IPA,48429,leninthedesert,17
Highland Imperial Kashmir India Pale Ale,76738,estoppel,13
Union Smile,12454,Donatas,8
Petes Wicked Winter Brew,472,ToadMan,13
Rogue Mocha Porter,591,maugus4ever,15
Red Bell American Pale Ale,4509,Brianroz99,7
Smuttynose Summer Weizen Ale,58993,jmulv,12
Saranac Adirondack Amber,545,estoppel,14
Backcountry Imperial Challenge Brown,43102,bkelley68,13
Fosters Lager,187,mickut,8
Rogue Dry Hopped St. Rogue Red Ale,596,aubreya,14
Leinenkugels Big Butt Doppelbock,10012,BOBANDDOUG,14
Michelob Porter,65139,NomDeBeer,13
Coopers Sparkling Ale,1589,Wim,9
Miller Genuine Draft &#40;MGD&#41;,405,CousinJimmy,3
Dicks Danger Ale,5358,HumuloneRed,11
Marstons Oyster Stout &#40;Bottle/Keg&#41;,4693,henrikb,9
The Duck-Rabbit Rabid Duck Russian Imperial Stout,54634,Ando,8
Breckenridge 471 Small Batch IPA,34157,Juancho,16
Goose Island 312 Urban Wheat Ale,30913,SkyinBrian,15
Flying Dog Wild Dog Barrel-Aged Gonzo,51907,flemmingwillum,14
Hook Norton Hooky Bitter &#40;Bottle&#41;,13461,moseslikesbeer,12
Becks Premier Light,46046,RiverHorse,3
Lakefront Fuel Cafe,981,PhillyHomeBrew,12
Colt 45 6%,5975,brocker,10
Olde Hickory Summer Ale,60410,jtd6628,13
Sleeman Cream Ale,3374,pondoshuffles,4
Great Lakes Oktoberfest,17359,RagallachMC,14
Mad River Steelhead Extra Pale Ale,2376,EKGoldings,13
Fort Garry Pale Ale,13507,cards04,9
Harpoon IPA,694,ogglethorp,14
Grand River Russian Gun Imperial Stout,101574,dink,15
Jolly Pumpkin Fuego del Otono &#40;Autumn Fire&#41;,53557,jkaiser,17
John Courage,1402,KSS,11
Goose Island Pere Jacques,24619,Rynoplasty,16
Asgaard Nordisches Weizen,8240,MartinKubert,13
Samuel Adams Chocolate Bock,29842,GemalzteGerste,15
Achel 8 Blond,10050,Zita,12
Youngs Old Nick,145,lachesis,15
North Fork IPA,15371,jpfrog,15
Heineken,37,steasa,10
Anderson Valley Barney Flats Oatmeal Stout,334,goz,16
Cascade First Harvest Ale,13618,Davros,11
Pike Auld Acquaintance,1181,TheSponge,16
Newport Storm Hurricane Amber Ale,7120,Skred,12
Tommyknocker Imperial Nut Brown Ale,40444,soyorganic,14
Steinlager Premium Light,9393,mutant,5
MacTarnahans Gran Luxe Tripel Ale,24811,herbjones,16
Dogfish Head 90 Minute Imperial IPA,10569,morrdt,18
Budweiser,473,TheTsunami,2
Livery Barrel Aged Umami Wheat Wine,103213,masonjer,16
Fur Julebryg,52953,JanVittrup,12
Stoudts Triple,2275,clifford0163,17
Bud Light,474,JoeKnox,2
Philadelphia Kenzinger,82724,TreborWhip,8
Harpoon Winter Warmer,702,tidiaguy,9
Lagunitas A Little Sumpin Wild Ale,121381,bluejacket74,16
Hoegaarden Speciale,6237,Russo,15
Flying Dog Wild Dog Barrel-Aged Gonzo,51907,laiti,16
Firestone Walker Union Jack IPA,76883,Indulgence,19
Great Divide Fresh Hop Pale Ale,28450,mingo1968,3
Green Man IPA,109568,DrinkEmUpJones,15
Samuel Adams Noble Pils,107598,ngeunit1,15
Firestone Walker Double Barrel Ale,2319,Dfonorow,14
Starobrno &#344;ezk,63125,redletter,17
Samuel Adams Black Lager,41887,LookMomNoHands,14
Pelican Tsunami Stout,8791,MJGG,16
Adnams Broadside Strong Original &#40;Bottle&#41;,11,AndyJM,20
Youngs Double Chocolate Stout,139,37steel,16
Bankss UCB &#40;Ultimate Curry Beer&#41; &#40;Bottle&#41;,8362,ralphdot,11
OFallon 5-Day IPA,57343,rlaw,12
Rogue HazelNut Brown Nectar,585,rbrazell,16
New Holland The Poet,2013,Bassikpoet,16
Gaymers K Cider &#40;US version&#41;,7558,bipolar1,10
Napa Smith Bonfire Imperial Porter,96100,cakanator,16
Bullfrog El Diablo Deluxe,125566,bvc,15
Shipyard Fuggles IPA,2520,popery,8
Miller Lite,403,Supaflyfresh99,1
Thomas Hooker Hop Meadow IPA,41740,OmegaX,15
Bintang Bir Pilsener,7656,madquacker,7
Brooklyn Scotch Ale,31988,MullMan,16
Cigar City Humidor Series Maduro Oatmeal Brown Ale,101200,48FanInCali,16
Samuel Adams Honey Porter,160,beerman991979,17
Tommyknocker Maple Nut Brown Ale,8440,pintocb,9
Diamond Knot India Pale Ale,6026,gwfrankpsu,18
Blind Tiger 37th St Abbey,57836,KUEric,15
Cottonwood Low Down  Brown Ale,3306,darkko,14
Goose Island Nut Brown Ale,813,burgerlicious,17
Left Hand Milk Stout,12028,bearlybrewed,16
O Kims Bruhaus Hefeweizen,46161,ultraspank,14
Winthrop Two Rivers IPA,50940,frink,16
Black Market 2nd Anniversary Black IPA,151157,p1meatloaf,13
Wild Blue,51222,daxdefranco,15
Schfferhofer Hefeweizen-Mix Grapefruit,71458,johnnygm,10
Fuglsang Black Bird,10948,tarjei,7
Cherish Raspberry,8499,ravidesai,11
Icehouse,411,crzybob77,3
Dogfish Head Squall IPA,103485,jjuf1853,16
Boulevard Dark Truth Stout,116044,beerfest5,15
Steelhead Undertow Porter,17102,herbstress3,15
Stoney Acres Winery Traditional Hard Apple Cider &#40;Semi-dry&#41;,30711,ciderguy,8
Boulder Beer The GABF 25th Year Beer,63571,jmcguire1969,14
Aecht Schlenkerla Rauchbier Mrzen,1269,joohefner,16
Allagash Four,30254,AR,12
Mission Street India Pale Ale,96198,Nephilium,14
Schell Doppel Bock,790,NeonLX,17
Flag Porter 1825 Original,4095,chronictonic,10
Fullers Bengal Lancer,118513,erschiuma,13
Bells Kalamazoo Stout,3209,juiceisloose,17
The Duck-Rabbit Baltic Porter,63820,weeare138,16
Ottos Ottonator,67819,Snoop59,15
Springfield Mueller Pale Ale,3276,sethdude,15
Memminger Weissbier,42383,inbirraveritas,13
Port Brewing Santas Little Helper,18856,markdredge,15
Sierra Nevada Bigfoot,371,lukin013,16
Flying Dog Horn Dog Barley Wine,689,cquiroga,13
New Holland The Poet,2013,Inveigler,16
Tregs Troegenator Doublebock,13174,bobbypaulson,14
Tripel Karmeliet,5368,v64,17
Corona Extra,742,EnSiFeRuM,5
Bear Republic Hop Rod Rye Ale,8048,johnadam2002,17
Chimay Bleue &#40;Blue&#41; / Grande Rserve,53,Sickboy282,16
De Dolle Extra Export Stout,31936,patrickfannon,16
St. George Winter Scotch Ale,133869,jcweaver,14
John Courage,1402,tony2times,12
Unibroue dition 2004,28540,CMUBEERMAN,15
AleSmith YuleSmith &#40;Winter&#41; Imperial Red Ale,64102,islay,16
Pabst Blue Ribbon,734,rkn65,14
Founders Cerise,101199,rlaw,13
Vosges La Bte des Vosges,51891,boboski,10
Oskar Blues Ten FIDY,68107,SlovakSniper,16
Dundee Pale Ale,37638,oobawa,8
Pizza Port Le Woody,31449,MullMan,16
Augustiner Maximator,4559,DonPablo,18
Stoudts Gold Lager,2264,Delbomber,9
Pacific Ridge Pale Ale,489,RichardW,12
Left Hand Haystack Wheat,49117,sfontain,13
Quilmes Cristal,7485,evilempire,1
Blue Moon Pale Moon,87417,dyetube,9
Saranac Pale Ale,544,tidiaguy,14
Boulder Beer Never Summer Ale,19901,grimreeser,12
Molson Golden,247,Stellaaaa,9
The Bruery Rugbrd,111173,jlanning215,17
Picaroons Best Bitter,30006,paco,16
Russian River Supplication,43947,pressboxjoe,13
21st Amendment Brew Free or Die IPA,8189,bsjay,15
Jolly Pumpkin Luciernaga  &#40;The Firefly&#41;,40123,crowderm,15
Legend King James Ale,72488,stison42,11
Erie Brewing Mad Anthonys Pale Ale,7452,wcampbell,10
Unibroue La Fin du Monde,1094,ccex,18
Borg Bokkl,11121,RuneStumo,12
Abita Abbey Ale,98022,Rynoplasty,16
Furthermore Knot Stock,61941,regspeir,17
Southern Tier Old Man Winter Ale,28797,PhatB420,12
Goose Island 1800 Demolition Ale &#40;Strong Golden&#41;,9290,MoreHead,17
Warsteiner Premium Verum,1417,jcc83,11
Upland Ard Ri,57218,tcruicks,12
Flying Dog Heller Hound Bock,32613,pintocb,4
Molson Dry,241,dirt,16
Great Lakes Eliot Ness,1221,DrewTaylor,14
Youngs Double Chocolate Stout,139,chimpscampee,17
Port Brewing Wipeout IPA,14434,redave,18
St. George Tavern Ale,45173,morrdt,11
Youngs Double Chocolate Stout,139,amx1970390,17
TwoRows Southpark Stout,21938,ford9719,14
Wylam The Writers Block,150658,ralphdot,13
St Peters Cream Stout,5301,swanmann,16
Moylans Ryan OSullivans Imperial Stout,454,drismyhero,16
Flossmoor Station Sarge,86798,Philip,17
New Glarus Unplugged Imperial Stout,28538,Sickboy282,15
Founders Devil Dancer Triple IPA,34518,alandudeman,13
Avery IPA,67,OmegaX,15
Stone 07.07.07 Vertical Epic Ale,74533,imaragingbull,16
Stone Arrogant Bastard Ale,1315,Guinness4Duff,17
Mountain Goat Hightail Ale,8227,eczematic,14
Yuengling Traditional Lager,884,FarFromHome,5
Bsibru Dunkel,109959,rand,12
Hopworks Abominable Winter Ale,80951,improvjock,12
Paulaner Hefe-Weissbier,647,Floback,16
Stone Arrogant Bastard Ale,1315,verymerrymonk,16
Midnight Sun Arctic Devil,21244,slimchill,18
Augustiner Lagerbier Hell,9604,Yayita,16
Napa Smith Pale Ale,94928,Ramenen,12
Port Brewing Panzer Imperial Pils,93340,Rogueone,13
Victory HopDevil,618,elnadeau,13
Terrapin Wake-n-Bake Coffee Oatmeal Imperial Stout,42303,johnadam2002,16
Black Sheep Riggwelter &#40;Bottle&#41;,236,MrRoss,16
Founders Breakfast Stout,14956,basspro76,17
The Duck-Rabbit Rabid Duck Russian Imperial Stout,54634,demitriustown,15
Stegmaier Summer Stock Lager,58867,salzy,9
Spaten Mnchen Dunkel,76567,Zymurgeist2,15
Smuttynose Star Island Single,86217,sinkr,14
Chimay Rouge &#40;Red&#41; / Premire,51,guinness4life,15
Three Boys Golden Ale,69470,sdriessen,13
Weyerbacher Double Simcoe IPA,59030,pnista,17
Otter Creek Copper Ale,2428,Brodie,14
Gearys Pale Ale,4462,Miver,10
Rogue Old Crustacean Barleywine,594,brianjames1,17
De Dolle Boskeun,6861,MrPickles,18
Naabecker Bock Dunkel,123881,mile,9
Victory Baltic Thunder,77502,WVHouseofBeer,15
Unibroue Blanche de Chambly,8820,davidpl,13
Southern Tier 2xIPA,118028,MichaelLawrie,15
Hoppin Frog Barrel Aged BORIS The Crusher,99410,Reynolds314,16
Great Lakes Edmund Fitzgerald Porter,1226,pet3rman,17
Gulden Draak,3958,nigredo,14
Furthermore Knot Stock,61941,Jabswitch,14
Oskar Blues GKnight &#40;Gordon&#41;,16961,finol,16
Germania Edel Pils,53805,Quinten,10
Ommegang Abbey Ale,3022,jlf278,17
Kilkenny,4788,stephen louis,15
RJ Spciale Rousse &#40;Cheval Blanc&#41;,6357,caledonian,10
St. Bernardus Prior 8,2531,Probiere,15
Stella Artois 4% / Lgre,89236,thepegjett,5
Coopers Best Extra Stout,1590,GlenVargas,17
AleSmith Old Numbskull,2490,temporrari,17
Point Special Lager,3865,Jayson2425,12
Pan Zlatni,114471,BaroneBirra,8
Dieu du Ciel Pch Mortel,11461,KapitiCritique,18
Molson Export,240,dorfrx,13
Gearys Pale Ale,4462,brewski519,12
Tyranena Headless Man Amber Alt,3872,bboeckl,13
Newcastle Brown Ale,132,warrior,12
Avery IPA,67,Boliv,14
Anchor Summer Beer,14934,biggmike,14
New Belgium Trippel,427,theyshookhands,17
Haacht Witbier,23130,Wim,9
Redhook Winterhook,668,Oycpff,12
Arcadia Loch Down Scotch Ale,11064,jmuhops,12
Captain Lawrence Captains Reserve Imperial IPA,57994,JoePeesie,18
Braunstein Nsgaarden kologisk Porter,105125,flemmingwillum,13
Delirium Tremens,1039,jstu9,14
Magic Hat #9,1314,hbmason,14
Breckenridge Christmas Ale,4614,daalamar,10
Rogue Brutal IPA,581,leeburg,15
Aass Julel 4.5%,1030,johnson2020,15
Oppigrds Tartan Ale,157183,_angst_,14
Labatt Blue Star,13288,bassoon99,19
Bluegrass Roggenbier,78353,wheninhell,11
Beamish Irish Stout,1,Jimtoxicated,20
Stone 9th Anniversary Ale,50440,zug4abby,12
Deschutes Black Butte Porter,2125,CLevar,14
Miller Lite,403,nate2g,2
Scotch Irish Sgt. Majors IPA,12993,steyrman,18
Heineken Kylian,8698,Bloemart,15
Gouden Carolus Hopsinjoor,87287,Avengedpoet,10
Kelham Island Pride of Sheffield,57525,Whelk,14
Olympia,739,gerzm22,7
Green Flash Trippel,53801,hallinghansen,13
Pater Lieven Bruin,9413,lachesis,13
Gallo,33356,osu97gp,3
HeBrew Rejewvenator 2008,86228,Floback,14
Stone Double Bastard Ale,11243,BasharTeg,20
Schlafly Imperial Stout,11786,merlin48,14
Dogfish Head World Wide Stout 2001/2003-Present &#40;18%&#41;,5923,chimplechamp,18
Stone Sublimely Self Righteous Ale,96858,DiabolikDUB,17
White Winter Traditional Brackett,14271,LiebeBier,11
Brooklyn Pilsner,532,HumuloneRed,14
Brger Classic,10609,Rynoplasty,11
New Glarus Spotted Cow,7453,420Beer,18
Ybor Gold Amber Lager,2836,doubelknv3,12
Lakefront Fuel Cafe,981,bradner,13
Appalachian Schimmelfenning Smoked Ale,61422,mike mcneil,16
Stone Pale Ale,420,paultheguru,15
Virgin Islands Blackbeard Ale,7249,sabrills70,2
Mad Anthony Old Fort Porter,4173,atpayne,13
Dogfish Head Bitches Brew,124599,gvmdw7,16
Southern Tier Back Burner,70145,edmedina,19
Stone 08.08.08 Vertical Epic Ale,89709,gator2683,16
Redbud Cuvee One,136568,swanmann,15
Lagunitas Olde Gnarly Wine,7428,stephenbush,17
Victory HopDevil,618,xsketchyx,18
JW Dundees American Amber Lager,37637,fidemaster,12
Tregs HopBack Amber Ale,17495,darrylgh,15
Schloss Eggenberg Samichlaus Bier,6245,BuckeyeSammy,14
Avery Mephistopheles Stout,55211,cho7a7,17
Reissdorf Klsch,7784,footy,16
Hancock Old Gambrinus Beer Light,7446,Camons,11
Victory HopDevil,618,Dixonian,15
Tuborg Porter Double Stout,15951,Dalle,14
Hair of the Dog Adam,568,StFun,18
Widmer Brothers KGB Russian Imperial Stout,12660,icydragonclaw,15
Pump House Scotch Ale,44310,papat444,14
Samuel Adams Pale Ale,1144,blukarma,7
Great Lakes Eliot Ness,1221,taalhiker,16
Unibroue Trois Pistoles,1926,bblack99,12
Rahr & Sons Blind Salamander Pale Ale,93705,boomerbrew,11
Magic Hat #9,1314,RiverHorse,14
Big Rock Grasshopper Wheat Ale,29,dkoonce,5
Oskar Blues Mamas Little Yella Pils,68419,llcooldave,12
Pizza Port Shark Bitten Double Red Ale,22093,Sickboy282,14
Flag Porter 1825 Original,4095,MikeF,14
Odell India Pale Ale &#40;IPA&#41;,70770,slang,17
Allagash Tripel Reserve,3063,caralkaline87,15
John Sleeman Presents Fine Porter,40441,zeek,6
Sly Fox Ichor,23568,jar72404,10
BridgePort Ebenezer Ale,10485,Tejas,11
New Belgium Abbey,426,Gromit,17
Sweetwater Georgia Brown,10571,DocKozzak99,14
ReaperAle Sleighor Double IPA,39051,Bohica,18
Franziskaner Hefe-Weissbier,1088,Fevernova,14
Stoudts Old Abominable &#40;Whiskey Barrel Aged&#41;,58927,tarjei,17
New Glarus Organic Revolution,79609,Alldaydrinker,12
Lagunitas Undercover Investigation Shut-Down Ale,58708,dtborelli,16
Allagash Tripel Roselaire,80131,19641948,15
Bootleggers Eliminator IPA,150996,Blairgus,16
Port Brewing Santas Little Helper,18856,darkguardian,15
Shiner Blonde,910,bassbuckeye,12
Goose Island India Pale Ale,814,Landworld,15
Southern Tier Phin & Matts Extraordinary Ale,40485,ndon,13
AleSmith Speedway Stout,14232,ljay6880,17
Pauwel Kwak,3658,unixweb,14
Master Polotmav 13,72652,dEnk,11
Redemption Hopspur,135681,evergreen0199,15
Elysian Dragonstooth Stout,3788,lilannie,17
Dogfish Head 90 Minute Imperial IPA,10569,Sdaniel90,17
Founders Black Rye,39148,Cliff,15
Kstritzer Schwarzbier,2225,Veer,11
Rocky River Coopers Gold Kolsch,7808,bkelley68,14
Tbinger Tbinator,73314,almosi,14
Iron City Beer,616,osu97gp,7
Porterhouse Celebration Stout &#40;2010&#41;,145625,javierlop,18
Millstream Schokolade Bock,28422,hillfiiiiire,15
Bells Expedition Stout,3214,DMBlunts,18
Fullers ESB &#40;Bottle/Keg&#41;,290,beerluvindave,17
Guinness Draught,1267,ericnixon,17
Samuel Adams Cranberry Lambic,5929,joeyplush,12
Valley Brew Uberhoppy Imperial IPA,36624,acertain,16
Rogue Dead Guy Ale,589,Ubiquibeer,16
Sly Fox Black Raspberry Reserve,16641,afireinside96,12
Victory HopDevil,618,rmpjr,17
Bells Kalamazoo Stout,3209,Carl99Fan,17
Paulaner Hefe-Weissbier,647,jimmyh221,10
St. Bernardus Prior 8,2531,22415brewery,15
Sprague Farm Kick Bock,75029,Homebrewerguy,10
Ayinger Celebrator Doppelbock,1090,asedzie,14
Sierra Nevada Celebration Ale,370,maltdog,13
Full Sail Black Gold Imperial Stout Bourbon Barrel Aged,55488,kbjames,16
Tuppers Keller Pils,2358,rnbiii99,17
Jolly Pumpkin Calabaza Blanca,36706,atpayne,17
Left Hand Oktoberfest,437,krisbierjaeger,10
Karl Strauss Amber Lager,1978,SG,10
Durham Hop Addict,57874,ladnewton,17
Russian River Supplication,43947,Verecund,18
Delirium Tremens,1039,bigred22,17
Hoegaarden Verboden Vrucht,10278,Fukito,16
Three Floyds Dark Lord Russian Imperial Stout,15917,FoolishMortal,18
Uncommon Brewers Bacon Brown Ale,118034,MrsRickyisms,9
Bergadler Premium Pils,22051,POLK,10
Cigar City Maduro Oatmeal Brown Ale,99593,italarican,15
Summit India Pale Ale,7747,grimreeser,11
Brooklyn Brown Ale,529,cphbeerking,17
Dortmunder Union Siegel Pils,10187,nigos,12
Michigan Brewing Celis Raspberry,896,magsinva,7
Haffenreffer Private Stock Malt Liquor,8699,BeerAteHer,11
Aecht Schlenkerla Rauchbier Weizen,8565,BigBen2120,14
Tripel Kloat,81534,EHSRanders,13
French Broad Rye Hopper,92861,philvil,17
Newport Storm Hurricane Amber Ale,7120,zvikar,12
Two Hearted Ale,1502,jmc509,18
De Dolle Extra Export Stout,31936,JonR888710,15
Clipper City Oxford Hefeweizen,55109,Yankovitch333,12
Het Kapittel Watou Blond,10931,POLK,13
Mendocino Summer Ale,46780,juiceisloose,14
Three Floyds Pride & Joy Mild Ale,6223,SirLimpsalot,10
Kaltenecker Vi&#328;ov 12,135398,Cuso,12
Victory HopDevil,618,Willin8,14
Dominion Millennium,7874,lemasney,18
Millstone Vale Mill,70621,weaselkenievil,13
Alpine Beer Company Nelson IPA,63165,wavers1,17
Middle Ages The Duke Of Winship,10622,Discofish,17
Founders CBS &#40;Canadian Breakfast Stout&#41;,98973,rayl101,19
Foothills Sexual Chocolate Imperial Stout,69930,awiseman01,19
Middle Ages Grail Ale,539,ATLBeerDog,8
MT Tamborine Czech Mate,87574,Stew41,14
Gordon Biersch Hefeweizen,2453,Trooper11,6
Wild Blue,51222,Oscbert,10
Lone Star,738,onehotsexychic,8
Widmer Brothers Drop Top Amber Ale,23219,TipsyMcStager,10
Southern Tier Pumking,77640,NeoHippie2,20
Victory Old Horizontal,624,verymerrymonk,17
Baladin Open,99440,JWE,14
Highland Gaelic Ale,7533,Hudspart,16
Sprecher Kriek Lambic,135692,merlin48,14
Bells Kalamazoo Stout,3209,puggy211,14
AleSmith Wee Heavy Scotch Ale,2489,Perkeo,7
Bells Bourbon Barrel Double Cream/Expedition Stout,71826,bgburdman9,16
Great Divide Hercules Double IPA,32751,Belgo,18
Port Brewing 3rd Anniversary,102552,HighWine,15
Samuel Adams Vienna Style,17516,bythe40,10
Sweetwater 420 Extra Pale Ale,172,arrogantb,13
Farmers Ales Pucks Folly,38809,Gazza,8
Warbird Warhawk Pale Ale,68765,johntreeter,14
South Shore Nut Brown Ale,18359,davesarman,5
"Les Trois Mousquetaires MIM 2005 - Elie Roy, La Festive",57234,Metalchopz,16
Saranac Pale Ale,544,DrinkingbuddyD,12
Ballast Point Wahoo Wheat,2510,Oscbert,13
Samuel Adams Boston Lager,158,Rockinout,14
Smuttynose Farmhouse Ale,56027,czar,14
Heidelberger Hefe Weizen Dunkel,34989,Idiosynkrasie,11
Newcastle Brown Ale,132,jujubeast6000,11
Durham Temptation,28517,GarethYoung,16
Ommegang Witte,33198,SETANTA,3
Lagunitas Lucky #13,70324,ajm,16
Unibroue Trois Pistoles,1926,spud1987,17
De Dolle Arabier,6873,schuimkroaat,16
Kulmbacher Mnchshof Schwarzbier,9055,becksgenius,15
Master Tmav 18,72653,VsXsV,13
Magnotta Fog On The Tyne,79773,shintriad,13
Sierra Nevada Ruthless Rye IPA,159987,PaperKnife,15
Milwaukees Best,412,DougiePhiTau,5
Dicks Best Bitter,17798,blueduk,14
Coors Original,706,bigal9699,2
Heineken,37,Keeper,7
Stoudts Fat Dog Stout &#40;Vintages 2004 and later&#41;,38685,TheBeerBaron,17
Miller High Life Light,409,thehurt01,9
Aarhus Sweet Georgia Brown,106556,mikkellund42,11
Jolly Pumpkin Luciernaga Grand Reserve,54834,masonjer,15
Guinness Draught,1267,Revan,18
Bear Republic Racer 5,1608,beerandIT,15
Laughing Dog Dogzilla Black IPA,83755,Zymurgeist2,14
Westvleteren Extra 8,4935,cquiroga,17
Molson Export,240,TheCaptain,10
Samuel Adams Cherry Wheat,166,fluffy,18
Samuel Adams Octoberfest,167,Niko100,13
Mission Street Blonde Ale,87364,Delirium,13
Ayinger Jahrhundert,2717,DrGonzo,14
Bells Winter White,20555,steelcitybrew,14
St. Bernardus Prior 8,2531,doubleipa,17
Saranac Imperial IPA,68166,RoboHop,15
Mt. Pleasant Iron Horse IPA,22974,lumberjack,15
Rogue Dads Little Helper Black IPA,141249,JRock72,15
Leinenkugels Sunset Wheat,57459,BlackForestCO,10
Stone Oaked Arrogant Bastard Ale,39654,UselessGdTaste,18
New Belgium La Folie,10513,cb,18
Anchor Steam Beer,46,JulienHuxley,14
Oskar Blues Dales Pale Ale,11576,janelso3,15
Marstons Old Empire &#40;Bottle&#41;,24312,OlJuntan64,12
Victory Festbier,622,noncaloric,10
Jolly Pumpkin Maracaibo Especial,43153,UnsofistaCat,19
Sierra Nevada Bigfoot,371,coldbrewky,19
DuClaw Oak Barrel Aged Twisted Kilt,74619,nolankowal,16
Brooklyn Monster Ale,538,ruggedman,15
